sub,task,fd_mean
2018732,rest,0.115136
2018732,faces,0.1505
2018754,rest,0.186582
2018754,faces,0.169407
2018819,rest,0.113824
2018819,faces,0.147354
2019005,rest,0.153402
2019005,faces,NA
2019342,rest,0.0847938
2019342,faces,0.091281
2019417,rest,0.249177
2019417,faces,0.205078
2019653,rest,0.134428
2019653,faces,0.160012
2019747,rest,0.0763057
2019747,faces,0.0874517
2019798,rest,0.0631768
2019798,faces,NA
2019945,rest,0.056109
2019945,faces,NA
2020087,rest,0.0648416
2020087,faces,0.0625894
2020225,rest,NA
2020225,faces,NA
2020366,rest,0.165048
2020366,faces,0.260107
2020439,rest,0.101137
2020439,faces,0.0882342
2020462,rest,0.146675
2020462,faces,0.166515
2020609,rest,0.121859
2020609,faces,NA
2020735,rest,NA
2020735,faces,NA
2020756,rest,0.114907
2020756,faces,0.105338
2020874,rest,0.0896981
2020874,faces,0.0961746
2020941,rest,0.210172
2020941,faces,0.254598
2021120,rest,0.0740853
2021120,faces,0.0999065
2021255,rest,0.113699
2021255,faces,0.166864
2021287,rest,0.155485
2021287,faces,0.17492
2021306,rest,0.0974625
2021306,faces,0.12963
2021394,rest,0.117965
2021394,faces,0.125946
2021423,rest,NA
2021423,faces,NA
2021613,rest,0.270156
2021613,faces,0.241859
2021654,rest,0.155457
2021654,faces,0.177075
2021681,rest,0.10426
2021681,faces,0.111584
2021711,rest,0.0814609
2021711,faces,0.120294
2021774,rest,0.077915
2021774,faces,0.133177
2022037,rest,0.115913
2022037,faces,0.136238
2022084,rest,0.155684
2022084,faces,0.101098
2022156,rest,0.0770314
2022156,faces,0.108472
2022249,rest,0.126272
2022249,faces,0.117723
2022285,rest,0.122968
2022285,faces,0.144911
2022319,rest,0.151793
2022319,faces,0.203917
2022614,rest,0.0626725
2022614,faces,0.102294
2022765,rest,0.101749
2022765,faces,0.131457
2022903,rest,0.120266
2022903,faces,0.110146
2022990,rest,0.135697
2022990,faces,0.169608
2023114,rest,0.074859
2023114,faces,0.0930585
2023245,rest,0.137659
2023245,faces,0.194659
2023289,rest,NA
2023289,faces,NA
2023388,rest,0.0717176
2023388,faces,0.114463
2023437,rest,0.157228
2023437,faces,0.159519
2023504,rest,0.099275
2023504,faces,0.125882
2023529,rest,0.0787865
2023529,faces,0.095257
2023565,rest,0.0677728
2023565,faces,0.0829596
2023683,rest,NA
2023683,faces,NA
2023754,rest,0.108962
2023754,faces,NA
2023776,rest,0.0820998
2023776,faces,0.106032
2023834,rest,0.117771
2023834,faces,NA
2023921,rest,0.0688992
2023921,faces,NA
2024243,rest,0.177116
2024243,faces,0.194278
2024300,rest,0.063985
2024300,faces,0.119072
2024325,rest,0.123118
2024325,faces,0.122706
2024422,rest,NA
2024422,faces,NA
2024730,rest,0.171209
2024730,faces,0.205846
2024741,rest,0.06809
2024741,faces,0.0673639
2024788,rest,0.130873
2024788,faces,0.132466
2024895,rest,0.09421
2024895,faces,NA
2025059,rest,0.0821377
2025059,faces,0.0797171
2025125,rest,0.0601109
2025125,faces,0.0704499
2025197,rest,NA
2025197,faces,NA
2025324,rest,0.0925932
2025324,faces,0.12408
2025456,rest,0.120268
2025456,faces,0.126112
2025857,rest,0.168322
2025857,faces,0.293319
2025870,rest,0.136369
2025870,faces,0.148644
2026322,rest,0.121565
2026322,faces,0.118211
2026336,rest,0.0733844
2026336,faces,0.077374
2026358,rest,NA
2026358,faces,NA
2026535,rest,0.107811
2026535,faces,0.118224
2026544,rest,0.082453
2026544,faces,0.116871
2026599,rest,0.0902839
2026599,faces,0.155269
2026665,rest,0.0988345
2026665,faces,0.104866
2026770,rest,0.100309
2026770,faces,0.135491
2026785,rest,0.20208
2026785,faces,0.203198
2026843,rest,NA
2026843,faces,NA
2027168,rest,0.183596
2027168,faces,0.144831
2027244,rest,0.108985
2027244,faces,0.0880532
2027362,rest,0.173401
2027362,faces,0.169802
2027429,rest,0.0934434
2027429,faces,NA
2027564,rest,0.0798139
2027564,faces,0.0900391
2027634,rest,0.27072
2027634,faces,NA
2027642,rest,0.091318
2027642,faces,0.12408
2027813,rest,0.122643
2027813,faces,0.133818
2028070,rest,0.0734179
2028070,faces,NA
2028383,rest,0.13275
2028383,faces,NA
2028454,rest,0.0771518
2028454,faces,0.0824487
2028519,rest,0.105155
2028519,faces,0.143822
2028578,rest,0.106763
2028578,faces,0.128803
2028630,rest,NA
2028630,faces,NA
2028829,rest,0.0997069
2028829,faces,NA
2029159,rest,NA
2029159,faces,NA
2029188,rest,0.0756167
2029188,faces,0.0842807
2029347,rest,0.182198
2029347,faces,0.224514
2029382,rest,0.0829416
2029382,faces,0.121913
2029433,rest,0.0894717
2029433,faces,0.091812
2029485,rest,0.0795279
2029485,faces,0.0895788
2029494,rest,0.0704613
2029494,faces,0.1017
2029537,rest,0.21906
2029537,faces,0.284984
2029667,rest,0.12964
2029667,faces,NA
2029807,rest,0.11979
2029807,faces,0.152312
2030108,rest,0.0747212
2030108,faces,0.106741
2030479,rest,0.112962
2030479,faces,0.185698
2030492,rest,0.158988
2030492,faces,0.155937
2030656,rest,0.113355
2030656,faces,NA
2030754,rest,NA
2030754,faces,NA
2030797,rest,0.0671095
2030797,faces,NA
2030842,rest,0.11722
2030842,faces,0.111643
2030887,rest,0.157505
2030887,faces,0.219408
2031102,rest,0.112263
2031102,faces,0.164493
2031188,rest,0.067455
2031188,faces,0.0695393
2031263,rest,0.0919795
2031263,faces,NA
2031457,rest,0.218557
2031457,faces,NA
2031518,rest,0.139801
2031518,faces,0.15307
2031543,rest,NA
2031543,faces,NA
2031622,rest,0.0840817
2031622,faces,0.130297
2031787,rest,0.0748129
2031787,faces,NA
2031835,rest,0.12957
2031835,faces,0.14525
2032148,rest,0.0747094
2032148,faces,NA
2032282,rest,0.182637
2032282,faces,0.159311
2032324,rest,0.108003
2032324,faces,0.109881
2032618,rest,0.0979305
2032618,faces,NA
2032637,rest,0.0538543
2032637,faces,0.068759
2032666,rest,0.213068
2032666,faces,0.184465
2032739,rest,0.117625
2032739,faces,0.147581
2032740,rest,0.108412
2032740,faces,0.122236
2032833,rest,0.103891
2032833,faces,0.187725
2033035,rest,NA
2033035,faces,NA
2033226,rest,0.19953
2033226,faces,0.240686
2033278,rest,0.281839
2033278,faces,0.276959
2033287,rest,0.0828273
2033287,faces,0.112625
2033312,rest,0.151329
2033312,faces,0.197988
2033370,rest,0.117716
2033370,faces,0.0796379
2033514,rest,0.072037
2033514,faces,0.0831399
2033846,rest,0.159213
2033846,faces,0.132292
2034027,rest,0.0699029
2034027,faces,0.115772
2034138,rest,NA
2034138,faces,NA
2034202,rest,0.11057
2034202,faces,0.193957
2034296,rest,0.115527
2034296,faces,0.1518
2034390,rest,0.0547946
2034390,faces,0.0622731
2034487,rest,0.206254
2034487,faces,0.229565
2034757,rest,0.0792003
2034757,faces,NA
2034866,rest,0.0952853
2034866,faces,NA
2034913,rest,0.107289
2034913,faces,0.118166
2035239,rest,NA
2035239,faces,NA
2035526,rest,0.089824
2035526,faces,0.119564
2035688,rest,0.125725
2035688,faces,0.137783
2035743,rest,0.240322
2035743,faces,0.288051
2035865,rest,0.0785538
2035865,faces,0.10082
2036066,rest,0.156286
2036066,faces,0.144079
2036249,rest,0.0904329
2036249,faces,0.0803886
2036326,rest,0.218417
2036326,faces,0.40029
2036525,rest,0.104238
2036525,faces,0.265356
2036640,rest,0.0933208
2036640,faces,0.0966281
2036716,rest,0.224597
2036716,faces,0.229921
2036747,rest,0.174511
2036747,faces,0.268443
2036967,rest,0.10986
2036967,faces,0.181472
2037026,rest,0.170475
2037026,faces,0.239308
2037034,rest,0.0905268
2037034,faces,0.0943914
2037055,rest,0.0877905
2037055,faces,0.117488
2037182,rest,0.174816
2037182,faces,0.190739
2037320,rest,0.15023
2037320,faces,0.14324
2037533,rest,0.0801055
2037533,faces,NA
2037638,rest,0.138433
2037638,faces,0.168907
2037646,rest,0.0899554
2037646,faces,NA
2037663,rest,0.103938
2037663,faces,0.128842
2037680,rest,0.163605
2037680,faces,0.182478
2037783,rest,0.358259
2037783,faces,0.297393
2037867,rest,0.291786
2037867,faces,0.321364
2037902,rest,0.195672
2037902,faces,0.230129
2037988,rest,0.0560156
2037988,faces,0.074563
2038047,rest,0.188059
2038047,faces,0.128532
2038098,rest,0.15755
2038098,faces,0.178613
2038101,rest,0.15352
2038101,faces,0.195777
2038266,rest,0.120244
2038266,faces,0.172837
2038436,rest,0.159676
2038436,faces,0.150231
2038474,rest,0.169237
2038474,faces,0.178861
2038591,rest,0.197817
2038591,faces,0.19396
2038633,rest,0.160953
2038633,faces,0.256949
2038777,rest,0.106387
2038777,faces,0.104465
2038910,rest,0.106037
2038910,faces,0.132973
2038956,rest,0.295827
2038956,faces,NA
2039011,rest,0.377629
2039011,faces,0.364944
2039112,rest,0.0723971
2039112,faces,0.0834536
2039655,rest,0.0632467
2039655,faces,NA
2039775,rest,0.0532687
2039775,faces,0.0747222
2039832,rest,0.154361
2039832,faces,0.159968
2039876,rest,0.0680884
2039876,faces,0.0695812
2039951,rest,0.0922404
2039951,faces,0.0654318
2040100,rest,0.166628
2040100,faces,0.21658
2040229,rest,0.0789886
2040229,faces,0.0823727
2040247,rest,0.0808894
2040247,faces,0.13712
2040265,rest,0.0758666
2040265,faces,0.0789202
2040273,rest,0.0538571
2040273,faces,0.0898189
2040363,rest,NA
2040363,faces,NA
2040391,rest,0.127888
2040391,faces,0.154454
2040456,rest,0.111738
2040456,faces,0.138633
2040894,rest,0.102497
2040894,faces,NA
2040955,rest,0.179274
2040955,faces,0.116485
2040993,rest,0.124859
2040993,faces,0.162351
2041062,rest,0.0633784
2041062,faces,0.0701373
2041223,rest,0.108948
2041223,faces,0.147595
2041336,rest,0.104365
2041336,faces,0.151877
2041389,rest,0.112343
2041389,faces,0.192111
2041583,rest,0.232279
2041583,faces,0.245582
2041712,rest,NA
2041712,faces,0.39313
2041837,rest,0.151088
2041837,faces,0.244642
2041866,rest,0.0870997
2041866,faces,0.0780949
2041976,rest,0.226029
2041976,faces,NA
2042009,rest,0.236155
2042009,faces,0.397764
2042108,rest,0.139653
2042108,faces,0.180161
2042127,rest,0.0709206
2042127,faces,0.0699362
2042153,rest,0.165897
2042153,faces,0.175639
2042195,rest,0.14864
2042195,faces,0.13561
2042359,rest,0.0823134
2042359,faces,0.177404
2042388,rest,0.117438
2042388,faces,0.119157
2042405,rest,0.243542
2042405,faces,0.22072
2042420,rest,NA
2042420,faces,NA
2042860,rest,NA
2042860,faces,NA
2043018,rest,NA
2043018,faces,NA
2043020,rest,0.084436
2043020,faces,0.155507
2043037,rest,0.0711075
2043037,faces,0.0726778
2043051,rest,0.165274
2043051,faces,0.130208
2043084,rest,0.0771751
2043084,faces,0.0864135
2043212,rest,0.251104
2043212,faces,0.248899
2043233,rest,0.0751649
2043233,faces,0.0957821
2043257,rest,0.0727442
2043257,faces,0.0714148
2043285,rest,NA
2043285,faces,NA
2043823,rest,0.142852
2043823,faces,NA
2043841,rest,0.0880241
2043841,faces,0.110614
2043958,rest,0.131561
2043958,faces,0.151064
2044130,rest,0.181383
2044130,faces,0.30815
2044159,rest,0.110842
2044159,faces,NA
2044275,rest,0.0722692
2044275,faces,NA
2044291,rest,0.0713493
2044291,faces,0.0799909
2044518,rest,0.103584
2044518,faces,0.11499
2044584,rest,0.271493
2044584,faces,NA
2044807,rest,0.107433
2044807,faces,0.170911
2044953,rest,0.134186
2044953,faces,0.179876
2044971,rest,0.0858447
2044971,faces,0.102246
2045087,rest,0.0914856
2045087,faces,0.0951036
2045213,rest,0.300582
2045213,faces,0.265946
2045248,rest,0.0749599
2045248,faces,0.11718
2045427,rest,0.123113
2045427,faces,0.208816
2045440,rest,NA
2045440,faces,NA
2045486,rest,0.13807
2045486,faces,0.151786
2045506,rest,NA
2045506,faces,NA
2045624,rest,0.066037
2045624,faces,0.0730391
2045756,rest,0.0333902
2045756,faces,0.0854323
2045772,rest,0.109224
2045772,faces,NA
2045799,rest,0.159122
2045799,faces,0.164095
2045803,rest,0.205687
2045803,faces,0.28289
2045874,rest,0.156115
2045874,faces,0.166508
2045890,rest,0.0825222
2045890,faces,0.125602
2045988,rest,0.101134
2045988,faces,0.113586
2046192,rest,0.143495
2046192,faces,0.141288
2046255,rest,NA
2046255,faces,NA
2046278,rest,0.112129
2046278,faces,0.145301
2046312,rest,0.162772
2046312,faces,0.16785
2046368,rest,0.0901632
2046368,faces,0.182602
2046459,rest,0.062963
2046459,faces,0.0645535
2046514,rest,0.113794
2046514,faces,0.0845136
2046527,rest,0.159316
2046527,faces,0.196885
2046562,rest,0.099786
2046562,faces,0.135178
2046586,rest,0.199455
2046586,faces,0.214564
2046648,rest,0.0686304
2046648,faces,0.11762
2046703,rest,0.0914998
2046703,faces,0.137746
2046745,rest,0.0631965
2046745,faces,0.0848956
2046863,rest,0.152615
2046863,faces,0.129719
2046904,rest,0.20402
2046904,faces,NA
2046929,rest,0.292244
2046929,faces,0.247383
2046998,rest,0.151577
2046998,faces,0.180802
2047021,rest,0.141234
2047021,faces,NA
2047033,rest,0.179928
2047033,faces,0.166402
2047145,rest,0.158367
2047145,faces,NA
2047239,rest,0.0819857
2047239,faces,0.0709009
2047425,rest,0.128218
2047425,faces,0.115496
2047578,rest,NA
2047578,faces,NA
2047593,rest,0.105376
2047593,faces,0.116743
2047630,rest,0.0752377
2047630,faces,0.124295
2047737,rest,0.0625256
2047737,faces,0.0739153
2047804,rest,0.190884
2047804,faces,0.170388
2047816,rest,0.115997
2047816,faces,NA
2047873,rest,0.2784
2047873,faces,0.232404
2047946,rest,0.113675
2047946,faces,0.197563
2048058,rest,NA
2048058,faces,NA
2048121,rest,0.106322
2048121,faces,0.0970977
2048168,rest,0.0813831
2048168,faces,0.12902
2048185,rest,0.0512435
2048185,faces,0.0978747
2048228,rest,0.0870814
2048228,faces,0.125725
2048340,rest,0.173975
2048340,faces,0.20632
2048404,rest,0.127924
2048404,faces,0.152455
2048450,rest,0.0975001
2048450,faces,0.130024
2048717,rest,0.125171
2048717,faces,NA
2048951,rest,0.297903
2048951,faces,NA
2048979,rest,0.140164
2048979,faces,NA
2048984,rest,0.169575
2048984,faces,0.236477
2049016,rest,0.0751701
2049016,faces,0.0902159
2049101,rest,0.108807
2049101,faces,0.129282
2049126,rest,0.179727
2049126,faces,NA
2049445,rest,0.0553234
2049445,faces,NA
2049458,rest,0.164936
2049458,faces,0.158099
2049685,rest,0.103487
2049685,faces,0.121297
2049961,rest,0.0991668
2049961,faces,0.105978
2050037,rest,0.150937
2050037,faces,0.132149
2050092,rest,0.135432
2050092,faces,0.124565
2050144,rest,0.0641969
2050144,faces,0.0658085
2050156,rest,0.080265
2050156,faces,0.155581
2050199,rest,0.0856495
2050199,faces,0.109008
2050387,rest,0.0833082
2050387,faces,0.0803373
2050438,rest,0.136247
2050438,faces,0.185133
2050475,rest,0.110918
2050475,faces,0.168159
2050608,rest,0.160333
2050608,faces,0.188498
2050830,rest,0.081862
2050830,faces,0.109945
2050864,rest,0.127177
2050864,faces,0.130314
2050936,rest,0.254802
2050936,faces,0.205147
2050958,rest,0.131072
2050958,faces,0.144661
2050974,rest,0.151187
2050974,faces,0.162362
2051266,rest,0.195652
2051266,faces,0.258749
2051300,rest,0.118798
2051300,faces,NA
2051474,rest,NA
2051474,faces,NA
2051552,rest,0.139624
2051552,faces,0.329085
2051606,rest,0.126123
2051606,faces,0.124511
2051907,rest,0.0808576
2051907,faces,0.0994381
2051961,rest,NA
2051961,faces,NA
2051972,rest,0.107338
2051972,faces,0.120411
2052019,rest,0.290115
2052019,faces,0.332017
2052034,rest,0.0808098
2052034,faces,0.0978461
2052116,rest,0.111436
2052116,faces,0.120477
2052131,rest,NA
2052131,faces,NA
2052225,rest,0.291527
2052225,faces,0.391184
2052297,rest,0.0899912
2052297,faces,0.120268
2052533,rest,0.0850373
2052533,faces,0.0974806
2052930,rest,0.133999
2052930,faces,NA
2052941,rest,0.0787988
2052941,faces,0.105507
2053027,rest,0.114466
2053027,faces,NA
2053095,rest,0.0775566
2053095,faces,0.146997
2053202,rest,0.113764
2053202,faces,0.171071
2053223,rest,0.0798672
2053223,faces,0.0920096
2053367,rest,0.107423
2053367,faces,NA
2053528,rest,0.21805
2053528,faces,NA
2053599,rest,0.121826
2053599,faces,NA
2053629,rest,0.073354
2053629,faces,0.0674449
2054234,rest,0.0865664
2054234,faces,NA
2054242,rest,0.157936
2054242,faces,0.201636
2054321,rest,0.0980968
2054321,faces,NA
2054402,rest,0.0617132
2054402,faces,0.0815167
2054430,rest,0.112865
2054430,faces,0.116269
2054464,rest,NA
2054464,faces,NA
2054562,rest,0.186294
2054562,faces,0.254428
2054648,rest,0.0945663
2054648,faces,0.114264
2054669,rest,0.103749
2054669,faces,0.123279
2054767,rest,0.146671
2054767,faces,0.17935
2055003,rest,0.163292
2055003,faces,0.188345
2055067,rest,0.0924166
2055067,faces,NA
2055074,rest,0.0809222
2055074,faces,0.116549
2055149,rest,0.0981558
2055149,faces,0.13752
2055541,rest,0.0945273
2055541,faces,0.123414
2055577,rest,0.0916699
2055577,faces,0.102862
2055619,rest,0.130301
2055619,faces,0.304743
2055660,rest,0.0843725
2055660,faces,0.0914389
2055717,rest,0.100174
2055717,faces,0.107723
2055738,rest,0.0506244
2055738,faces,NA
2055752,rest,0.239767
2055752,faces,0.240741
2055800,rest,0.143385
2055800,faces,0.185637
2055869,rest,0.117447
2055869,faces,0.124388
2055979,rest,0.0762059
2055979,faces,0.149501
2055992,rest,0.293855
2055992,faces,0.24197
2056267,rest,0.187376
2056267,faces,0.317753
2056330,rest,0.0945782
2056330,faces,0.0886925
2056418,rest,0.134008
2056418,faces,NA
2056531,rest,0.102275
2056531,faces,0.0859517
2056776,rest,0.0992033
2056776,faces,0.106482
2056819,rest,0.119333
2056819,faces,0.150323
2057204,rest,0.0364949
2057204,faces,0.0461987
2057352,rest,0.198185
2057352,faces,NA
2057375,rest,0.0990849
2057375,faces,0.171772
2057589,rest,0.298862
2057589,faces,0.239927
2057714,rest,0.113837
2057714,faces,0.14149
2057919,rest,NA
2057919,faces,NA
2057926,rest,0.156793
2057926,faces,0.178559
2058069,rest,NA
2058069,faces,NA
2058097,rest,NA
2058097,faces,NA
2058164,rest,0.0595813
2058164,faces,NA
2058275,rest,0.0693259
2058275,faces,0.169163
2058412,rest,0.0819821
2058412,faces,0.168645
2058518,rest,0.0612499
2058518,faces,0.140446
2058611,rest,0.0626412
2058611,faces,0.0866753
2058778,rest,0.0872766
2058778,faces,0.0990976
2058861,rest,0.0825168
2058861,faces,0.0961932
2058940,rest,NA
2058940,faces,NA
2058953,rest,0.110621
2058953,faces,0.130158
2058971,rest,0.180899
2058971,faces,0.201409
2059033,rest,0.119708
2059033,faces,0.135703
2059111,rest,NA
2059111,faces,NA
2059158,rest,0.0679343
2059158,faces,0.117245
2059167,rest,0.100399
2059167,faces,NA
2059344,rest,0.0867982
2059344,faces,0.0878636
2059361,rest,0.0940603
2059361,faces,0.142211
2059425,rest,0.237367
2059425,faces,0.254732
2059454,rest,0.12873
2059454,faces,NA
2059593,rest,0.134192
2059593,faces,0.164801
2059677,rest,0.274564
2059677,faces,NA
2059688,rest,0.0866056
2059688,faces,0.123269
2059784,rest,0.0758469
2059784,faces,NA
2059847,rest,0.0802926
2059847,faces,0.136657
2060008,rest,0.157065
2060008,faces,0.168147
2060152,rest,0.115415
2060152,faces,0.110157
2060336,rest,NA
2060336,faces,NA
2060460,rest,0.0624018
2060460,faces,NA
2060507,rest,0.124296
2060507,faces,0.169582
2060572,rest,0.11649
2060572,faces,0.130358
2060805,rest,0.127832
2060805,faces,0.142551
2061068,rest,0.145921
2061068,faces,0.158782
2061158,rest,0.0853278
2061158,faces,0.110555
2061239,rest,0.0572074
2061239,faces,0.0787854
2061307,rest,0.296785
2061307,faces,0.232671
2061425,rest,0.0932718
2061425,faces,0.110011
2061602,rest,0.216722
2061602,faces,0.264602
2061850,rest,0.125617
2061850,faces,0.14666
2062003,rest,NA
2062003,faces,NA
2062112,rest,NA
2062112,faces,NA
2062362,rest,0.096496
2062362,faces,0.0815116
2062386,rest,0.298437
2062386,faces,0.329766
2062429,rest,0.120928
2062429,faces,0.118842
2062450,rest,0.1544
2062450,faces,0.163409
2062530,rest,0.116185
2062530,faces,0.133023
2062619,rest,0.0987962
2062619,faces,0.136129
2062634,rest,0.12293
2062634,faces,0.109371
2062660,rest,0.108134
2062660,faces,0.161834
2062678,rest,0.118312
2062678,faces,0.138338
2062687,rest,0.130746
2062687,faces,0.137838
2062746,rest,0.135906
2062746,faces,0.139476
2062943,rest,0.137036
2062943,faces,0.187744
2063119,rest,0.0814169
2063119,faces,0.111285
2063155,rest,0.0892342
2063155,faces,0.0965253
2063187,rest,NA
2063187,faces,NA
2063284,rest,0.110269
2063284,faces,0.106984
2063489,rest,0.172431
2063489,faces,0.199723
2063668,rest,0.0597687
2063668,faces,0.0663086
2063715,rest,0.0608423
2063715,faces,0.0699223
2063796,rest,0.0943728
2063796,faces,NA
2063895,rest,0.164824
2063895,faces,0.232822
2063910,rest,0.130646
2063910,faces,0.14977
2063961,rest,0.1441
2063961,faces,0.114519
